user_id,signup_date,plan,industry,company_size,acquisition_channel,country
U0792,2023-09-21 16:00:00,starter,Healthcare,1-10,paid_search,UK
U0793,2023-09-22 00:00:00,starter,Ecommerce,1000+,referral,Canada
U0794,2023-09-22 08:00:00,starter,Retail,11-50,referral,Australia
U0795,2023-09-22 16:00:00,free,Education,11-50,paid_search,Australia
U0796,2023-09-23 00:00:00,pro,Finance,11-50,direct,Australia
U0797,2023-09-23 08:00:00,enterprise,Education,1-10,organic,USA
U0798,2023-09-23 16:00:00,starter,Finance,11-50,paid_search,Germany
U0799,2023-09-24 00:00:00,starter,Retail,51-200,referral,USA
U0800,2023-09-24 08:00:00,enterprise,Healthcare,11-50,referral,UK
U0801,2023-09-24 16:00:00,pro,Education,11-50,referral,Canada
U0802,2023-09-25 00:00:00,free,Finance,1000+,organic,UK
U0803,2023-09-25 08:00:00,starter,Healthcare,201-1000,organic,UK
U0804,2023-09-25 16:00:00,starter,Ecommerce,51-200,referral,Other
U0805,2023-09-26 00:00:00,starter,Finance,11-50,paid_search,USA
U0806,2023-09-26 08:00:00,pro,Retail,51-200,organic,Germany
U0807,2023-09-26 16:00:00,enterprise,Ecommerce,1-10,referral,USA
U0808,2023-09-27 00:00:00,enterprise,Ecommerce,11-50,paid_search,USA
U0809,2023-09-27 08:00:00,starter,SaaS,1-10,referral,USA
U0810,2023-09-27 16:00:00,free,Education,11-50,social,Other
U0811,2023-09-28 00:00:00,enterprise,Finance,11-50,organic,France
U0812,2023-09-28 08:00:00,pro,Ecommerce,1-10,organic,France
U0813,2023-09-28 16:00:00,free,SaaS,1000+,referral,Other
U0814,2023-09-29 00:00:00,enterprise,Retail,201-1000,referral,USA
U0815,2023-09-29 08:00:00,pro,Healthcare,51-200,referral,USA
U0816,2023-09-29 16:00:00,starter,Finance,11-50,social,Germany
U0817,2023-09-30 00:00:00,starter,Ecommerce,201-1000,social,UK
U0818,2023-09-30 08:00:00,free,Education,1-10,direct,UK
U0819,2023-09-30 16:00:00,free,SaaS,51-200,paid_search,USA
U0820,2023-10-01 00:00:00,free,Ecommerce,1-10,paid_search,Canada
U0821,2023-10-01 08:00:00,pro,Education,51-200,paid_search,Canada
U0822,2023-10-01 16:00:00,free,Ecommerce,1-10,organic,USA
U0823,2023-10-02 00:00:00,free,Finance,201-1000,paid_search,UK
U0824,2023-10-02 08:00:00,free,Finance,201-1000,organic,Canada
U0825,2023-10-02 16:00:00,starter,Finance,1-10,direct,Canada
U0826,2023-10-03 00:00:00,enterprise,Retail,11-50,paid_search,USA
U0827,2023-10-03 08:00:00,free,Retail,1000+,paid_search,India
U0828,2023-10-03 16:00:00,free,SaaS,11-50,paid_search,USA
U0829,2023-10-04 00:00:00,pro,Finance,201-1000,organic,USA
U0830,2023-10-04 08:00:00,starter,Education,11-50,organic,India
U0831,2023-10-04 16:00:00,free,Ecommerce,11-50,paid_search,Canada
U0832,2023-10-05 00:00:00,starter,Healthcare,1-10,organic,USA
U0833,2023-10-05 08:00:00,free,Education,1-10,referral,Germany
U0834,2023-10-05 16:00:00,free,Retail,51-200,social,Canada
U0835,2023-10-06 00:00:00,starter,Retail,11-50,social,India
U0836,2023-10-06 08:00:00,starter,Education,11-50,referral,India
U0837,2023-10-06 16:00:00,enterprise,Retail,11-50,organic,Canada
U0838,2023-10-07 00:00:00,free,Finance,11-50,social,UK
U0839,2023-10-07 08:00:00,starter,SaaS,201-1000,social,USA
U0840,2023-10-07 16:00:00,starter,Ecommerce,1000+,organic,USA
U0841,2023-10-08 00:00:00,free,SaaS,11-50,referral,UK
U0842,2023-10-08 08:00:00,starter,Ecommerce,201-1000,organic,Canada
U0843,2023-10-08 16:00:00,free,Ecommerce,51-200,social,UK
U0844,2023-10-09 00:00:00,enterprise,SaaS,11-50,direct,USA
U0845,2023-10-09 08:00:00,free,Education,1000+,organic,USA
U0846,2023-10-09 16:00:00,starter,Ecommerce,1-10,social,UK
U0847,2023-10-10 00:00:00,free,SaaS,1-10,referral,USA
U0848,2023-10-10 08:00:00,enterprise,Ecommerce,201-1000,direct,India
U0849,2023-10-10 16:00:00,starter,Healthcare,11-50,paid_search,USA
U0850,2023-10-11 00:00:00,starter,Education,201-1000,social,Canada
U0851,2023-10-11 08:00:00,free,Finance,201-1000,organic,Other
U0852,2023-10-11 16:00:00,pro,Ecommerce,1-10,organic,USA
U0853,2023-10-12 00:00:00,free,Healthcare,201-1000,organic,UK
U0854,2023-10-12 08:00:00,pro,Finance,11-50,direct,USA
U0855,2023-10-12 16:00:00,free,Finance,11-50,social,Germany
U0856,2023-10-13 00:00:00,free,Ecommerce,51-200,social,Canada
U0857,2023-10-13 08:00:00,free,SaaS,201-1000,direct,UK
U0858,2023-10-13 16:00:00,starter,Ecommerce,1-10,organic,Canada
U0859,2023-10-14 00:00:00,starter,Healthcare,11-50,paid_search,France
U0860,2023-10-14 08:00:00,free,Finance,51-200,organic,USA
U0861,2023-10-14 16:00:00,pro,Ecommerce,51-200,organic,USA
U0862,2023-10-15 00:00:00,starter,SaaS,51-200,organic,Australia
U0863,2023-10-15 08:00:00,starter,Ecommerce,1-10,paid_search,Canada
U0864,2023-10-15 16:00:00,starter,Education,1-10,organic,France
U0865,2023-10-16 00:00:00,starter,SaaS,11-50,organic,Canada
U0866,2023-10-16 08:00:00,starter,Healthcare,201-1000,organic,Australia
U0867,2023-10-16 16:00:00,free,Finance,1-10,organic,UK
U0868,2023-10-17 00:00:00,free,Ecommerce,1-10,direct,India
U0869,2023-10-17 08:00:00,pro,SaaS,1000+,referral,France
U0870,2023-10-17 16:00:00,enterprise,Education,1-10,direct,Canada
U0871,2023-10-18 00:00:00,free,SaaS,1000+,paid_search,USA
U0872,2023-10-18 08:00:00,free,Retail,51-200,organic,USA
U0873,2023-10-18 16:00:00,starter,Education,201-1000,referral,USA
U0874,2023-10-19 00:00:00,starter,Healthcare,1-10,organic,USA
U0875,2023-10-19 08:00:00,free,Finance,1-10,organic,USA
U0876,2023-10-19 16:00:00,free,Healthcare,51-200,organic,Canada
U0877,2023-10-20 00:00:00,pro,Ecommerce,201-1000,organic,Canada
U0878,2023-10-20 08:00:00,starter,SaaS,51-200,organic,UK
U0879,2023-10-20 16:00:00,free,Retail,1-10,paid_search,Canada
U0880,2023-10-21 00:00:00,free,Education,51-200,referral,USA
U0881,2023-10-21 08:00:00,free,Education,51-200,organic,USA
U0882,2023-10-21 16:00:00,starter,SaaS,51-200,organic,USA
U0883,2023-10-22 00:00:00,free,Retail,51-200,social,UK
U0884,2023-10-22 08:00:00,free,SaaS,201-1000,organic,USA
U0885,2023-10-22 16:00:00,pro,Ecommerce,51-200,organic,USA
U0886,2023-10-23 00:00:00,free,Healthcare,1-10,social,UK
U0887,2023-10-23 08:00:00,starter,Education,11-50,organic,Australia
U0888,2023-10-23 16:00:00,free,Ecommerce,1-10,organic,USA
U0889,2023-10-24 00:00:00,free,Healthcare,11-50,paid_search,Germany
U0890,2023-10-24 08:00:00,free,Ecommerce,11-50,organic,Germany
U0891,2023-10-24 16:00:00,pro,Retail,1-10,paid_search,India
U0892,2023-10-25 00:00:00,pro,Education,11-50,social,Other
U0893,2023-10-25 08:00:00,pro,SaaS,1-10,organic,USA
U0894,2023-10-25 16:00:00,free,SaaS,201-1000,paid_search,USA
U0895,2023-10-26 00:00:00,starter,Healthcare,201-1000,paid_search,France
U0896,2023-10-26 08:00:00,free,Finance,1-10,organic,UK
U0897,2023-10-26 16:00:00,free,Retail,1000+,referral,Canada
U0898,2023-10-27 00:00:00,pro,Healthcare,11-50,organic,Germany
U0899,2023-10-27 08:00:00,free,Finance,1-10,paid_search,Germany
U0900,2023-10-27 16:00:00,free,Ecommerce,1-10,organic,Other
U0901,2023-10-28 00:00:00,free,Retail,11-50,paid_search,Other
U0902,2023-10-28 08:00:00,free,Ecommerce,51-200,organic,India
U0903,2023-10-28 16:00:00,free,Education,51-200,social,USA
U0904,2023-10-29 00:00:00,starter,Retail,1-10,organic,France
U0905,2023-10-29 08:00:00,starter,Finance,1-10,paid_search,USA
U0906,2023-10-29 16:00:00,pro,Education,11-50,paid_search,USA
U0907,2023-10-30 00:00:00,pro,SaaS,1-10,referral,France
U0908,2023-10-30 08:00:00,free,Finance,1-10,paid_search,USA
U0909,2023-10-30 16:00:00,free,Healthcare,1-10,referral,USA
U0910,2023-10-31 00:00:00,free,SaaS,201-1000,referral,USA
U0911,2023-10-31 08:00:00,starter,SaaS,201-1000,social,Australia
U0912,2023-10-31 16:00:00,free,Healthcare,11-50,organic,UK
U0913,2023-11-01 00:00:00,starter,Retail,201-1000,paid_search,Germany
U0914,2023-11-01 08:00:00,starter,SaaS,11-50,social,USA
U0915,2023-11-01 16:00:00,starter,Finance,11-50,direct,India
U0916,2023-11-02 00:00:00,starter,Education,1-10,social,India
U0917,2023-11-02 08:00:00,free,SaaS,51-200,paid_search,USA
U0918,2023-11-02 16:00:00,enterprise,Finance,1000+,organic,UK
U0919,2023-11-03 00:00:00,pro,Ecommerce,51-200,paid_search,USA
U0920,2023-11-03 08:00:00,free,Finance,11-50,referral,Other
U0921,2023-11-03 16:00:00,pro,Education,51-200,paid_search,Germany
U0922,2023-11-04 00:00:00,starter,Finance,1-10,paid_search,Other
U0923,2023-11-04 08:00:00,pro,Healthcare,201-1000,social,USA
U0924,2023-11-04 16:00:00,pro,Education,11-50,paid_search,India
U0925,2023-11-05 00:00:00,starter,Retail,11-50,social,India
U0926,2023-11-05 08:00:00,free,Ecommerce,11-50,paid_search,Germany
U0927,2023-11-05 16:00:00,free,Healthcare,51-200,organic,Other
U0928,2023-11-06 00:00:00,starter,Retail,1-10,paid_search,USA
U0929,2023-11-06 08:00:00,starter,Finance,51-200,referral,USA
U0930,2023-11-06 16:00:00,free,Education,1-10,organic,Germany
U0931,2023-11-07 00:00:00,free,Ecommerce,51-200,organic,India
U0932,2023-11-07 08:00:00,pro,Healthcare,201-1000,direct,Canada
U0933,2023-11-07 16:00:00,enterprise,Retail,201-1000,organic,USA
U0934,2023-11-08 00:00:00,starter,Retail,11-50,paid_search,UK
U0935,2023-11-08 08:00:00,free,Ecommerce,11-50,paid_search,USA
U0936,2023-11-08 16:00:00,free,Finance,1-10,paid_search,UK
U0937,2023-11-09 00:00:00,free,Ecommerce,51-200,referral,Germany
U0938,2023-11-09 08:00:00,enterprise,Retail,1-10,organic,India
U0939,2023-11-09 16:00:00,free,SaaS,11-50,paid_search,USA
U0940,2023-11-10 00:00:00,starter,Healthcare,1-10,paid_search,UK
U0941,2023-11-10 08:00:00,free,Ecommerce,1-10,referral,USA
U0942,2023-11-10 16:00:00,starter,Retail,51-200,organic,USA
U0943,2023-11-11 00:00:00,starter,Finance,1-10,paid_search,India
U0944,2023-11-11 08:00:00,pro,Retail,51-200,organic,France
U0945,2023-11-11 16:00:00,free,Finance,11-50,organic,USA
U0946,2023-11-12 00:00:00,free,Ecommerce,1-10,organic,India
U0947,2023-11-12 08:00:00,free,Finance,11-50,organic,France
U0948,2023-11-12 16:00:00,enterprise,Education,1-10,social,Australia
U0949,2023-11-13 00:00:00,pro,Education,1-10,organic,USA
U0950,2023-11-13 08:00:00,starter,Education,51-200,direct,Other
U0951,2023-11-13 16:00:00,starter,SaaS,1-10,direct,USA
U0952,2023-11-14 00:00:00,starter,Ecommerce,201-1000,paid_search,USA
U0953,2023-11-14 08:00:00,free,Retail,1-10,organic,USA
U0954,2023-11-14 16:00:00,enterprise,Retail,1-10,paid_search,UK
U0955,2023-11-15 00:00:00,starter,SaaS,51-200,referral,USA
U0956,2023-11-15 08:00:00,free,Finance,11-50,paid_search,USA
U0957,2023-11-15 16:00:00,starter,SaaS,1-10,organic,USA
U0958,2023-11-16 00:00:00,free,Finance,11-50,paid_search,Australia
U0959,2023-11-16 08:00:00,free,Finance,1-10,social,France
U0960,2023-11-16 16:00:00,pro,Healthcare,201-1000,referral,USA
U0961,2023-11-17 00:00:00,free,Retail,11-50,organic,Australia
U0962,2023-11-17 08:00:00,starter,Education,51-200,referral,Australia
U0963,2023-11-17 16:00:00,free,Finance,201-1000,organic,India
U0964,2023-11-18 00:00:00,free,Healthcare,11-50,organic,USA
U0965,2023-11-18 08:00:00,free,Retail,201-1000,social,Germany
U0966,2023-11-18 16:00:00,free,Education,11-50,organic,Other
U0967,2023-11-19 00:00:00,pro,Finance,1000+,organic,Germany
U0968,2023-11-19 08:00:00,free,Finance,1-10,organic,USA
U0969,2023-11-19 16:00:00,starter,SaaS,51-200,social,UK
U0970,2023-11-20 00:00:00,starter,SaaS,11-50,referral,Germany
U0971,2023-11-20 08:00:00,starter,Retail,11-50,referral,UK
U0972,2023-11-20 16:00:00,enterprise,Education,51-200,referral,USA
U0973,2023-11-21 00:00:00,pro,Finance,51-200,organic,USA
U0974,2023-11-21 08:00:00,free,Retail,1-10,paid_search,Australia
U0975,2023-11-21 16:00:00,free,Retail,1-10,paid_search,Australia
U0976,2023-11-22 00:00:00,free,Ecommerce,51-200,organic,USA
U0977,2023-11-22 08:00:00,starter,SaaS,51-200,paid_search,Other
U0978,2023-11-22 16:00:00,free,Education,1000+,direct,USA
U0979,2023-11-23 00:00:00,starter,Finance,51-200,organic,Germany
U0980,2023-11-23 08:00:00,starter,Retail,1000+,organic,India
U0981,2023-11-23 16:00:00,free,Finance,51-200,organic,Australia
U0982,2023-11-24 00:00:00,pro,Ecommerce,1-10,organic,Other
U0983,2023-11-24 08:00:00,free,Education,1-10,social,USA
U0984,2023-11-24 16:00:00,free,Retail,51-200,paid_search,Australia
U0985,2023-11-25 00:00:00,pro,Finance,51-200,paid_search,USA
U0986,2023-11-25 08:00:00,starter,SaaS,1-10,referral,India
U0987,2023-11-25 16:00:00,starter,Ecommerce,11-50,organic,India
U0988,2023-11-26 00:00:00,starter,Education,1000+,paid_search,Germany
U0989,2023-11-26 08:00:00,free,Ecommerce,11-50,paid_search,USA
U0990,2023-11-26 16:00:00,pro,SaaS,11-50,paid_search,France
U0991,2023-11-27 00:00:00,pro,Education,11-50,direct,USA
U0992,2023-11-27 08:00:00,starter,Ecommerce,1-10,referral,USA
U0993,2023-11-27 16:00:00,free,Healthcare,11-50,paid_search,India
U0994,2023-11-28 00:00:00,starter,SaaS,11-50,social,UK
U0995,2023-11-28 08:00:00,free,SaaS,1-10,organic,Australia
U0996,2023-11-28 16:00:00,free,SaaS,51-200,organic,USA
U0997,2023-11-29 00:00:00,enterprise,Healthcare,11-50,organic,USA
U0998,2023-11-29 08:00:00,free,Healthcare,201-1000,organic,Australia
U0999,2023-11-29 16:00:00,enterprise,Finance,201-1000,paid_search,Canada
U1000,2023-11-30 00:00:00,starter,Retail,1-10,referral,USA
